word,pos,pronunciation,meaning_cn,difficulty,tags,examples
thought,n,/θɔːt/,想法,1,高频|高考,Share your thoughts.
thousand,num,/ˈθaʊznd/,千,1,高频|高考,Thousands of people gathered.
thread,n/v,/θred/,线,4,高频|六级,Thread the needle.
threat,n,/θret/,威胁,4,高频|六级,Climate change is a threat.
threaten,v,/ˈθretn/,威胁,4,高频|六级,The storm threatened the city.
three,num,/θriː/,三,1,高频|高考,She has three sisters.
thrill,n/v,/θrɪl/,激动,4,高频|六级,The thrill of adventure.
thrilled,adj,/θrɪld/,非常兴奋的,4,高频|六级,I was thrilled to hear the news.
thrive,v,/θraɪv/,茁壮成长,5,高频|六级,Plants thrive in the sunshine.
throat,n,/θroʊt/,喉咙,3,高频|四级,My throat is sore.
throne,n,/θroʊn/,王位,5,高频|六级,He ascended the throne.
through,prep/adv,/θruː/,穿过,1,高频|高考,Walk through the park.
throughout,prep,/θruːˈaʊt/,遍及,3,高频|四级,Throughout the world.
throw,v,/θroʊ/,扔,1,高频|高考,Throw the ball.
thrust,n/v,/θrʌst/,推,5,高频|六级,He thrust the knife forward.
thumb,n,/θʌm/,拇指,3,高频|四级,Suck your thumb.
thunder,n/v,/ˈθʌndər/,雷,3,高频|四级,Thunder rumbled in the distance.
thunderstorm,n,/ˈθʌndərstɔːrm/,雷暴,3,高频|四级,A thunderstorm is coming.
Thursday,n,/ˈθɜːrzdeɪ/,星期四,1,高频|高考,See you on Thursday.
thus,adv,/ðʌs/,因此、因此,4,高频,Thus  we succeeded.
tick,n/v,/tɪk/,滴答声,3,高频|四级,The clock ticks.
ticket,n,/ˈtɪkɪt/,票,1,高频|高考,Buy a ticket.
tide,n,/taɪd/,潮汐,4,高频|六级,The tide is coming in.
tidy,adj/v,/ˈtaɪdi/,整洁的,3,高频|四级,Keep your room tidy.
tie,n/v,/taɪ/,领带、领带、系,2,高频|四级,Tie your shoelaces.
tiger,n,/ˈtaɪɡər/,老虎,2,高频|四级,The tiger is dangerous.
tight,adj,/taɪt/,紧的,3,高频|四级,The shoes are too tight.
tile,n/v,/taɪl/,瓷砖,4,高频|六级,Tile the floor.
till,prep/conj,/tɪl/,直到,3,高频|四级,Wait till tomorrow.
timber,n,/ˈtɪmbər/,木材,5,高频|六级,Timber is used for building.
time,n/v,/taɪm/,时间,1,高频|高考,What time is it?
timely,adj,/ˈtaɪmli/,及时的,5,高频|六级,Thank you for your timely help.
timetable,n,/ˈtaɪmteɪbl/,时刻表,3,高频|四级,Check the timetable.
timid,adj,/ˈtɪmɪd/,胆小的,5,高频|六级,He is timid around strangers.
tin,n,/tɪn/,锡,3,高频|四级,The can is made of tin.
tiny,adj,/ˈtaɪni/,微小的,2,高频|四级,The room is tiny.
tip,n/v,/tɪp/,小费、小费、尖端,3,高频|四级,Leave a tip for the waiter.
tire,n/v,/ˈtaɪər/,轮胎、轮胎、使疲劳,2,高频|四级,Change the tire.
tired,adj,/ˈtaɪərd/,疲倦的,1,高频|高考,I'm tired.
tiresome,adj,/ˈtaɪərsəm/,无聊的,5,高频|六级,The work is tiresome.
tiring,adj,/ˈtaɪərɪŋ/,累人的,3,高频|四级,The trip was tiring.
tissue,n,/ˈtɪʃuː/,组织、组织、纸巾,4,高频|六级,Use a tissue.
title,n/v,/ˈtaɪtl/,标题,3,高频|四级,The title of the book.
to,prep,/tuː/,到,1,高频|高考,Go to school.
toast,n/v,/toʊst/,吐司、吐司、敬酒,3,高频|四级,Let's toast the bride and groom.
tobacco,n,/təˈbækoʊ/,烟草,5,高频|六级,He quit smoking tobacco.
today,adv/n,/təˈdeɪ/,今天,1,高频|高考,Today is Monday.
toddler,n,/ˈtɒdlər/,学步的小孩,4,高频|六级,Watch the toddler carefully.
toe,n,/toʊ/,脚趾,3,高频|四级,He hurt his toe.
toffee,n,/ˈtɒfi/,太妃糖,4,高频|六级,She loves toffee.
tofu,n,/ˈtoʊfuː/,豆腐,4,高频|六级,Tofu is rich in protein.
together,adv,/təˈɡeðər/,一起,1,高频|高考,Let's go together.
toil,v/n,/tɔɪl/,辛苦工作,5,高频|六级,They toiled in the fields.
toilet,n,/ˈtɔɪlət/,厕所,2,高频|四级,Where is the toilet?
token,n/adj,/ˈtoʊkən/,代币、代币、象征性的,5,高频|六级,He gave her a token gift.
tolerance,n,/ˈtɒlərəns/,容忍,5,高频|六级|雅思,We need more tolerance.
tolerant,adj,/ˈtɒlərənt/,宽容的,5,高频|六级,Be tolerant of others.
tolerate,v,/ˈtɒləreɪt/,容忍,4,高频|六级,I cannot tolerate this noise.
toll,n/v,/toʊl/,通行费,4,高频|六级,Pay the toll.
tomato,n,/təˈmeɪtoʊ/,西红柿,2,高频|四级,Slice the tomatoes.
tomb,n,/tuːm/,坟墓,4,高频|六级,The ancient tomb was discovered.
tomorrow,adv/n,/təˈmɒroʊ/,明天,1,高频|高考,See you tomorrow.
ton,n,/tʌn/,吨,3,高频|四级,The ship weighs 100 tons.
tone,n,/toʊn/,语气,4,高频|六级,Speak in a friendly tone.
tongue,n,/tʌŋ/,舌头、舌头、语言,3,高频|四级,She speaks with her tongue.
tonight,adv/n,/təˈnaɪt/,今晚,1,高频|高考,See you tonight.
too,adv,/tuː/,也、也、太,1,高频|高考,Me too.
tool,n/v,/tuːl/,工具,2,高频|四级,Use the right tools.
toolbox,n,/ˈtuːlbɒks/,工具箱,3,高频|四级,The toolbox is in the garage.
tooth,n,/tuːθ/,牙齿,2,高频|四级,Brush your teeth.
toothache,n,/ˈtuːθeɪk/,牙痛,3,高频|四级,I have a toothache.
toothbrush,n,/ˈtuːθbrʌʃ/,牙刷,2,高频|四级,Buy a new toothbrush.
toothpaste,n,/ˈtuːθpeɪst/,牙膏,2,高频|四级,Use toothpaste twice a day.
top,n/adj/v,/tɒp/,顶部,1,高频|高考,The top of the mountain.
topic,n,/ˈtɒpɪk/,话题,3,高频|四级,Change the topic.
torch,n,/tɔːrtʃ/,手电筒,4,高频|六级,Shine the torch.
tornado,n,/tɔːrˈneɪdoʊ/,龙卷风,5,高频|六级,The tornado caused damage.
torrent,n,/ˈtɒrənt/,急流,5,高频|六级,Rain fell in torrents.
torture,n/v,/ˈtɔːrtʃər/,酷刑,5,高频|六级,Torture is forbidden.
toss,v/n,/tɒs/,抛,3,高频|四级,Toss the ball.
total,adj/n/v,/ˈtoʊtl/,总的,3,高频|四级,The total amount is $100.
totally,adv,/ˈtoʊtəli/,完全,3,高频|四级,I'm totally confused.
touch,v/n,/tʌtʃ/,触摸,2,高频|四级,Don't touch the painting.
tough,adj,/tʌf/,坚韧的,4,高频|六级,The meat is tough.
tour,n/v,/tʊər/,旅行,3,高频|四级|旅行,We went on a tour.
tourism,n,/ˈtʊərɪzəm/,旅游业,4,高频|六级,Tourism is a major industry.
tourist,n,/ˈtʊərɪst/,游客,2,高频|四级|旅行,The tourists took photos.
tournament,n,/ˈtʊərnəmənt/,锦标赛,4,高频|六级,The tennis tournament starts tomorrow.
tow,v,/toʊ/,拖,4,高频|六级,Tow the car to the garage.
toward,prep,/tɔːrˈwɑːrd/,向,3,高频|四级,Walk toward the door.
towel,n,/ˈtaʊəl/,毛巾,2,高频|四级,Use a clean towel.
tower,n/v,/ˈtaʊər/,塔,3,高频|四级,The tower is tall.
town,n,/taʊn/,城镇,1,高频|高考,The town is small.
toxic,adj,/ˈtɒksɪk/,有毒的,4,高频|六级,Toxic waste is dangerous.
toy,n/v,/tɔɪ/,玩具,1,高频|高考,The child played with toys.
trace,n/v,/treɪs/,痕迹、痕迹、追踪,3,高频|四级,Trace the letter.
track,n/v,/træk/,轨道、轨道、追踪,3,高频|四级,Run on the track.
trade,n/v,/treɪd/,贸易、贸易、交换,3,高频|四级|商务,International trade is important.
tradition,n,/trəˈdɪʃn/,传统,3,高频|四级,Family traditions are important.
traditional,adj,/trəˈdɪʃənl/,传统的,3,高频|四级,Traditional Chinese medicine.
traffic,n,/ˈtræfɪk/,交通,2,高频|四级,Traffic is heavy today.
tragedy,n,/ˈtrædʒədi/,悲剧,4,高频|六级,The play ended in tragedy.
tragic,adj,/ˈtrædʒɪk/,悲剧的,4,高频|六级,It was a tragic accident.
trail,n/v,/treɪl/,小径、小径、追踪,3,高频|四级,Follow the trail.
train,n/v,/treɪn/,火车、火车、训练,1,高频|高考,Take the train.
trainer,n,/ˈtreɪnər/,训练员,3,高频|四级,The dog trainer is patient.
training,n,/ˈtreɪnɪŋ/,训练,3,高频|四级,She has years of training.
trait,n,/treɪt/,特征,4,高频|六级,Honesty is a good trait.
traitor,n,/ˈtreɪtər/,叛徒,5,高频|六级,He was accused of being a traitor.
tram,n,/træm/,有轨电车,4,高频|六级,Take the tram to the city center.
tramp,n,/træmp/,流浪汉,4,高频|六级,A tramp walked by.
transaction,n,/trænˈzækʃn/,交易,5,高频|六级|商务,The transaction was completed.
transfer,v/n,/trænsˈfɜːr/,转移,4,高频|六级,Transfer the money to my account.
transform,v,/trænsˈfɔːrm/,转变,5,高频|六级|雅思,Technology has transformed our lives.
transit,n/v,/ˈtrænsɪt/,运输,5,高频|六级,The transit system is efficient.
transition,n,/trænˈzɪʃn/,过渡,5,高频|六级,The transition was smooth.
translate,v,/trænzˈleɪt/,翻译,3,高频|四级,Translate the sentence.
translation,n,/trænzˈleɪʃn/,翻译,3,高频|四级,The translation is accurate.
transmit,v,/trænzˈmɪt/,传输,5,高频|六级,Transmit the signal.
transparent,adj,/trænsˈpærənt/,透明的,4,高频|六级,The glass is transparent.
transplant,v/n,/trænsˈplɑːnt/,移植,5,高频|六级,The heart transplant was successful.
transport,n/v,/ˈtrænspɔːrt/,运输,4,高频|六级,Public transport is convenient.
trap,n/v,/træp/,陷阱,3,高频|四级,The mouse fell into the trap.
trash,n/v,/træʃ/,垃圾,3,高频|四级,Take out the trash.
travel,n/v,/ˈtrævl/,旅行,1,高频|高考,I love to travel.
traveler,n,/ˈtrævələr/,旅行者,3,高频|四级,The traveler was tired.
tray,n,/treɪ/,托盘,3,高频|四级,Put the tray on the table.
treacherous,adj,/ˈtretʃərəs/,危险的,5,高频|六级,The road is treacherous.
tread,v/n,/tred/,踩,5,高频|六级,Tread carefully on the ice.
treason,n,/ˈtriːzn/,叛国,5,高频|六级,He was accused of treason.
treasure,n/v,/ˈtreʒər/,财富、财富、珍爱,4,高频|六级,The treasure was buried.
treat,v,/triːt/,对待、对待、治疗,3,高频|四级,Treat others with respect.
treatment,n,/ˈtriːtmənt/,治疗,3,高频|四级,The treatment was effective.
treaty,n,/ˈtriːti/,条约,5,高频|六级,Sign the peace treaty.
tree,n,/triː/,树,1,高频|高考,Climb the tree.
trek,n/v,/trek/,长途跋涉,5,高频|六级,We trekked through the jungle.
tremble,v,/ˈtrembl/,颤抖,4,高频|六级,She trembled with fear.
tremendous,adj,/trɪˈmendəs/,巨大的,4,高频|六级,The success was tremendous.
trend,n/v,/trend/,趋势,4,高频|六级,Follow the latest trends.
trial,n,/ˈtraɪəl/,审判、审判、试验,4,高频|六级,The trial begins tomorrow.
triangle,n,/ˈtraɪæŋɡl/,三角形,3,高频|四级,Draw a triangle.
tribe,n,/traɪb/,部落,4,高频|六级,The tribe lives in the forest.
trick,n/v,/trɪk/,诡计,3,高频|四级,Don't play tricks on me.
trickle,v/n,/ˈtrɪkl/,滴流,4,高频|六级,Water trickled down the wall.
tricky,adj,/ˈtrɪki/,棘手的,4,高频|六级,This is a tricky problem.
tricycle,n,/ˈtraɪsɪkl/,三轮车,3,高频|四级,The child rode a tricycle.
trigger,n/v,/ˈtrɪɡər/,触发,5,高频|六级,Stress can trigger headaches.
trim,v/adj,/trɪm/,修剪,3,高频|四级,Trim the hedge.
trip,n/v,/trɪp/,旅行、旅行、绊倒,1,高频|高考,Have a nice trip.
triple,adj/v,/ˈtrɪpl/,三倍的,5,高频|六级,The price tripled.
triumph,n/v,/ˈtraɪʌmf/,胜利,5,高频|六级,The triumph was hard-won.
troop,n/v,/truːp/,军队,3,高频|四级,The troops marched forward.
trophy,n,/ˈtroʊfi/,奖杯,3,高频|四级,He won the trophy.
tropic,n,/ˈtrɒpɪk/,热带,5,高频|六级,The tropics are hot.
tropical,adj,/ˈtrɒpɪkl/,热带的,4,高频|六级,Tropical fruits are delicious.
trouble,n/v,/ˈtrʌbl/,麻烦,2,高频|四级,What's the trouble?
troublesome,adj,/ˈtrʌblsəm/,麻烦的,5,高频|六级,The problem is troublesome.
trousers,n,/ˈtraʊzərz/,裤子,2,高频|四级,Wear warm trousers.
trout,n,/traʊt/,鳟鱼,4,高频|六级,We caught a trout.
truck,n,/trʌk/,卡车,2,高频|四级,The truck is heavy.
true,adj,/truː/,真实的,1,高频|高考,Is the story true?
truly,adv,/ˈtruːli/,真正地,2,高频|四级,I'm truly sorry.
trumpet,n,/ˈtrʌmpɪt/,喇叭,3,高频|四级,She plays the trumpet.
trunk,n,/trʌŋk/,树干,3,高频|四级,The trunk of the tree.
trust,n/v,/trʌst/,信任,3,高频|四级,Trust your instincts.
trustworthy,adj,/ˈtrʌstwɜːrði/,值得信赖的,4,高频|六级,He is a trustworthy friend.
truth,n,/truːθ/,事实,2,高频|四级,Tell the truth.
truthful,adj,/ˈtruːθfl/,诚实的,4,高频|六级,Be truthful with me.
try,v/n,/traɪ/,尝试,1,高频|高考,Try your best.
tube,n,/tuːb/,管子,3,高频|四级,A tube of toothpaste.
Tuesday,n,/ˈtuːzdeɪ/,星期二,1,高频|高考,Today is Tuesday.
tuition,n,/tuˈɪʃn/,学费,4,高频|六级,Tuition is expensive.
tulip,n,/ˈtuːlɪp/,郁金香,3,高频|四级,She loves tulips.
tumble,v/n,/ˈtʌmbl/,跌倒,4,高频|六级,He tumbled down the stairs.
tuna,n,/ˈtuːnə/,金枪鱼,3,高频|四级,Eat tuna for protein.
tune,n/v,/tuːn/,曲调,3,高频|四级,Sing a tune.
tunnel,n/v,/ˈtʌnl/,隧道,3,高频|四级,Drive through the tunnel.
turkey,n,/ˈtɜːrki/,火鸡,2,高频|四级,We had turkey for Thanksgiving.
turn,n/v,/tɜːrn/,转动、转动、轮流,1,高频|高考,Turn right.
turning,n,/ˈtɜːrnɪŋ/,转弯处,4,高频|四级,Take the first turning.
turtle,n,/ˈtɜːrtl/,乌龟,2,高频|四级,The turtle walks slowly.
tutor,n/v,/ˈtuːtər/,导师,4,高频|六级,She hired a tutor.
twelfth,num,/twelfθ/,第十二,2,高频|四级,This is the twelfth time.
twelve,num,/twelv/,十二,1,高频|高考,I have twelve books.
twentieth,num,/ˈtwentiəθ/,第二十,2,高频|四级,This is the twentieth time.
twenty,num,/ˈtwenti/,二十,1,高频|高考,There are twenty students.
twice,adv,/twaɪs/,两次,1,高频|高考,I've been there twice.
twig,n,/twɪɡ/,小树枝,4,高频|六级,The bird sat on a twig.
twilight,n,/ˈtwaɪlaɪt/,黄昏,5,高频|六级,We walked in the twilight.
twin,n/adj,/twɪn/,双胞胎,2,高频|四级,She has twin brothers.
twinkle,v/n,/ˈtwɪŋkl/,闪烁,4,高频|六级,Stars twinkle in the sky.
twist,v/n,/twɪst/,扭曲,3,高频|四级,Twist the cap off.
two,num,/tuː/,二,1,高频|高考,I have two hands.
type,n/v,/taɪp/,类型、类型、打字,1,高频|高考,What type of music do you like?
typewriter,n,/ˈtaɪpraɪtər/,打字机,4,高频|六级,The typewriter is old.
typhoon,n,/taɪˈfuːn/,台风,5,高频|六级,The typhoon hit the coast.
typical,adj,/ˈtɪpɪkl/,典型的,3,高频|四级,It's a typical day.
typist,n,/ˈtaɪpɪst/,打字员,3,高频|四级,She works as a typist.
tyre,n,/ˈtaɪər/,轮胎,2,高频|四级,Change the tyre.
ugly,adj,/ˈʌɡli/,丑陋的,2,高频|四级,The building is ugly.
ultimate,adj,/ˈʌltɪmət/,最终的,5,高频|六级|雅思,This is the ultimate goal.
umbrella,n,/ʌmˈbrelə/,雨伞,2,高频|四级,Take an umbrella.
umpire,n/v,/ˈʌmpaɪər/,裁判,4,高频|六级,The umpire made a decision.
un,prefix,/ʌn/,不,1,高频|高考,He's unhappy.
unable,adj,/ʌnˈeɪbl/,不能的,3,高频|四级,I'm unable to attend.
unacceptable,adj,/ˌʌnəkˈseptəbl/,不可接受的,5,高频|六级,This is unacceptable behavior.
unaware,adj,/ˌʌnəˈweər/,不知道的,4,高频|六级,He was unaware of the danger.
unbelievable,adj,/ˌʌnbɪˈliːvəbl/,难以置信的,4,高频|六级,The story is unbelievable.
uncertain,adj,/ʌnˈsɜːrtn/,不确定的,4,高频|六级,The future is uncertain.
uncle,n,/ˈʌŋkl/,叔叔,1,高频|高考,My uncle is a doctor.
uncomfortable,adj,/ʌnˈkʌmfətəbl/,不舒服的,3,高频|四级,The chair is uncomfortable.
uncommon,adj,/ʌnˈkɒmən/,不寻常的,4,高频|六级,It's an uncommon name.
unconscious,adj,/ʌnˈkɒnʃəs/,无意识的,4,高频|六级,He was unconscious after the fall.
uncover,v,/ʌnˈkʌvər/,揭露,5,高频|六级,Uncover the truth.
under,prep/adv,/ˈʌndər/,在...下面,1,高频|高考,Under the table.
underdeveloped,adj,/ˌʌndərˈdɪvələpt/,不发达的,5,高频|六级,The country is underdeveloped.
undergo,v,/ˌʌndərˈɡoʊ/,经历,4,高频|六级,He underwent surgery.
undergraduate,n,/ˌʌndərˈɡrædʒuət/,本科生,4,高频|六级,She is an undergraduate student.
underground,adj/adv,/ˈʌndərɡraʊnd/,地下的,3,高频|四级,Take the underground train.
underline,v,/ˌʌndərˈlaɪn/,强调,4,高频|六级,Underline the important words.
underlying,adj,/ˌʌndərˈlaɪɪŋ/,潜在的,5,高频|六级|雅思,The underlying cause is unclear.
underneath,prep,/ˌʌndərˈniːθ/,在...下面,4,高频|六级,Underneath the surface.
underprivileged,adj,/ˌʌndərˈprɪvəlɪdʒd/,贫困的,5,高频|六级,Help the underprivileged.
understand,v,/ˌʌndərˈstænd/,理解,1,高频|高考,I understand you.
understanding,n,/ˌʌndərˈstændɪŋ/,理解,3,高频|四级,Mutual understanding is important.
undertake,v,/ˌʌndərˈteɪk/,承担,5,高频|六级,He undertook the project.
underwater,adj/adv,/ˌʌndərˈwɔːtər/,水下的,3,高频|四级,Swim underwater.
underway,adj,/ˈʌndərweɪ/,进行中的,4,高频|六级,The project is underway.
underwear,n,/ˈʌndərweər/,内衣,3,高频|四级,Wear clean underwear.
undo,v,/ʌnˈduː/,撤销,4,高频|六级,Undo the knot.
undoubtedly,adv,/ʌnˈdaʊtɪdli/,无疑地,5,高频|六级,She is undoubtedly the best.
uneasy,adj,/ʌnˈiːzi/,不安的,4,高频|六级,Feel uneasy about the situation.
unemployed,adj,/ˌʌnɪmˈplɔɪd/,失业的,4,高频|六级,He has been unemployed for months.
unemployment,n,/ˌʌnɪmˈplɔɪmənt/,失业,4,高频|六级,Unemployment is rising.
unequal,adj,/ʌnˈiːkwəl/,不平等的,5,高频|六级,Inequality is widespread.
unexpected,adj,/ˌʌnɪkˈspektɪd/,意外的,4,高频|六级,The news was unexpected.
unfair,adj,/ʌnˈfeər/,不公平的,3,高频|四级,Don't be unfair.
unfamiliar,adj,/ˌʌnfəˈmɪliər/,不熟悉的,4,高频|六级,The place is unfamiliar to me.
unfavorable,adj,/ʌnˈfeɪvərəbl/,不利的,5,高频|六级,The conditions are unfavorable.
unfit,adj,/ʌnˈfɪt/,不适合的,4,高频|六级,He is unfit for the job.
unfold,v,/ʌnˈfoʊld/,展开,4,高频|六级,The story unfolded slowly.
unfortunate,adj,/ʌnˈfɔːrtʃənət/,不幸的,4,高频|六级,It was an unfortunate accident.
unfortunately,adv,/ʌnˈfɔːrtʃənətli/,不幸地、不幸地,3,高频,Unfortunately  I can't come.
unfriendly,adj,/ʌnˈfrendli/,不友好的,4,高频|六级,He was unfriendly to us.
unhappy,adj,/ʌnˈhæpi/,不高兴的,2,高频|四级,She is unhappy with her job.
unhealthy,adj,/ʌnˈhelθi/,不健康的,3,高频|四级,Fast food is unhealthy.
unhurt,adj,/ʌnˈhɜːrt/,未受伤的,4,高频|六级,He escaped unhurt.
uniform,n/adj,/ˈjuːnɪfɔːrm/,制服,3,高频|四级,The students wear uniforms.
unify,v,/ˈjuːnɪfaɪ/,统一,5,高频|六级,Unify the country.
unimportant,adj,/ˌʌnɪmˈpɔːrtənt/,不重要的,4,高频|六级,Don't worry about unimportant things.
uninhabited,adj,/ˌʌnɪnˈhæbɪtɪd/,无人居住的,5,高频|六级,The island is uninhabited.
union,n,/ˈjuːniən/,联盟、联盟、工会,4,高频|六级,Join the union.
unique,adj,/juˈniːk/,独特的,4,高频|六级,She has a unique style.
unit,n,/ˈjuːnɪt/,单位,3,高频|四级,A unit of measurement.
unite,v,/juˈnaɪt/,团结,3,高频|四级,Unite against the enemy.
unity,n,/ˈjuːnəti/,团结,4,高频|六级,National unity is important.
universal,adj,/ˌjuːnɪˈvɜːrsl/,普遍的,5,高频|六级,Love is universal.
universe,n,/ˈjuːnɪvɜːrs/,宇宙,4,高频|六级,The universe is vast.
university,n,/ˌjuːnɪˈvɜːrsəti/,大学,1,高频|高考,She studies at the university.
unknown,adj,/ʌnˈnoʊn/,未知的,4,高频|六级,The reason is unknown.
unlawful,adj,/ʌnˈlɔːfl/,非法的,5,高频|六级,The act is unlawful.
unless,conj,/ənˈles/,除非、除非,2,高频,Unless it rains  we will go.
unlike,prep/adj,/ʌnˈlaɪk/,不像、不像,3,高频,Unlike her sister  she is quiet.
unlikely,adj,/ʌnˈlaɪkli/,不太可能的,4,高频|六级,It is unlikely to happen.
unlimited,adj,/ʌnˈlɪmɪtɪd/,无限的,4,高频|六级,We have unlimited resources.
unload,v,/ʌnˈloʊd/,卸货,4,高频|六级,Unload the truck.
unlock,v,/ʌnˈlɒk/,开锁,3,高频|四级,Unlock the door.
unlucky,adj,/ʌnˈlʌki/,不幸的,3,高频|四级,She is unlucky in love.
unnecessary,adj,/ʌnˈnesəseri/,不必要的,4,高频|六级,Don't be unnecessary.
unpaid,adj,/ʌnˈpeɪd/,未付的,4,高频|六级,The bill is unpaid.
unpleasant,adj,/ʌnˈpleznt/,不愉快的,4,高频|六级,The smell is unpleasant.
unpopular,adj,/ʌnˈpɒpjələr/,不受欢迎的,4,高频|六级,The policy is unpopular.
unprecedented,adj,/ʌnˈpresɪdentɪd/,前所未有的,5,高频|六级|雅思,An unprecedented event.
unpredictable,adj,/ˌʌnprɪˈdɪktəbl/,不可预测的,5,高频|六级,The weather is unpredictable.
unreasonable,adj,/ʌnˈriːznəbl/,不合理的,4,高频|六级,The price is unreasonable.
unrelated,adj,/ˌʌnrɪˈleɪtɪd/,无关的,4,高频|六级,The two events are unrelated.
unreliable,adj,/ˌʌnrɪˈlaɪəbl/,不可靠的,4,高频|六级,He is unreliable.
unrest,n,/ʌnˈrest/,动荡,5,高频|六级,Political unrest is growing.
unsafe,adj,/ʌnˈseɪf/,不安全的,4,高频|六级,The area is unsafe at night.
unsatisfactory,adj,/ˌʌnsætɪsˈfæktəri/,不令人满意的,5,高频|六级,The result is unsatisfactory.
unstable,adj,/ʌnˈsteɪbl/,不稳定的,4,高频|六级,The economy is unstable.
unsuccessful,adj,/ˌʌnsəkˈsesfl/,不成功的,4,高频|六级,The attempt was unsuccessful.
unsuitable,adj,/ʌnˈsuːtəbl/,不合适的,4,高频|六级,The movie is unsuitable for children.
until,prep/conj,/ənˈtɪl/,直到,1,高频|高考,Wait until I come.
unusual,adj,/ʌnˈjuːʒuəl/,不寻常的,3,高频|四级,It's an unusual color.
unwanted,adj,/ʌnˈwɒntɪd/,不需要的,4,高频|六级,He felt unwanted.
unwilling,adj,/ʌnˈwɪlɪŋ/,不愿意的,4,高频|六级,She is unwilling to help.
up,adv/prep,/ʌp/,向上,1,高频|高考,Stand up.
update,v/n,/ʌpˈdeɪt/,更新,3,高频|四级,Update the software.
upgrade,v/n,/ʌpˈɡreɪd/,升级,4,高频|六级,Upgrade your account.
uphold,v,/ʌpˈhoʊld/,支持、支持、维护,5,高频|六级,Uphold the law.
upon,prep,/əˈpɒn/,在...之上,3,高频|四级,Once upon a time.
upper,adj,/ˈʌpər/,上面的,3,高频|四级,The upper floor.
upright,adj/adv,/ˈʌpraɪt/,正直的,4,高频|六级,He is an upright citizen.
uprising,n,/ˈʌpraɪzɪŋ/,起义,5,高频|六级,The uprising was suppressed.
uproar,n,/ˈʌprɔːr/,骚动,5,高频|六级,The announcement caused an uproar.
uproot,v,/ʌpˈruːt/,连根拔起,5,高频|六级,The storm uprooted trees.
upset,adj/v,/ʌpˈset/,沮丧的、沮丧的、打翻,3,高频|四级,Don't be upset.
upstairs,adv,/ˌʌpˈsteərz/,楼上,2,高频|四级,She went upstairs.
up-to-date,adj,/ˌʌp tə ˈdeɪt/,最新的,4,高频|六级,Keep your knowledge up-to-date.
upward,adj/adv,/ˈʌpwərd/,向上的,3,高频|四级,Look upward.
urban,adj,/ˈɜːrbən/,城市的,4,高频|六级,Urban areas are crowded.
urge,v/n,/ɜːrdʒ/,催促,4,高频|六级,I urge you to reconsider.
urgent,adj,/ˈɜːrdʒənt/,紧急的,3,高频|四级,It's an urgent matter.
us,pron,/ʌs/,我们,1,高频|高考,Give us a hand.
usage,n,/ˈjuːsɪdʒ/,使用,4,高频|六级,Read the usage instructions.
use,n/v,/juːz/,使用,1,高频|高考,Use the tool properly.
used,adj/v,/juːst/,用过的、用过的、习惯,1,高频|高考,I'm used to it.
useful,adj,/ˈjuːsfl/,有用的,2,高频|四级,This book is useful.
useless,adj,/ˈjuːsləs/,无用的,3,高频|四级,This tool is useless.
usher,n/v,/ˈʌʃər/,引座员,5,高频|六级,The usher showed us to our seats.
usual,adj,/ˈjuːʒuəl/,通常的,2,高频|四级,Meet at the usual place.
usually,adv,/ˈjuːʒuəli/,通常,1,高频|高考,I usually get up at 7.
utilize,v,/ˈjuːtəlaɪz/,利用,5,高频|六级|雅思,Utilize your time wisely.
utility,n,/juːˈtɪləti/,实用、实用、公用事业,5,高频|六级,Public utilities are important.
utter,adj/v,/ˈʌtər/,完全的、完全的、说出,5,高频|六级,She is an utter fool.
vacant,adj,/ˈveɪkənt/,空的,4,高频|六级,There is a vacant position.
vacation,n,/veɪˈkeɪʃn/,假期,2,高频|四级,We went on vacation.
vaccine,n,/vækˈsiːn/,疫苗,5,高频|六级,Get the vaccine.
vacuum,n/v,/ˈvækjuəm/,真空,5,高频|六级,Vacuum the carpet.
vague,adj,/veɪɡ/,模糊的,4,高频|六级,His answer was vague.
vain,adj,/veɪn/,徒劳的,5,高频|六级,All efforts were in vain.
valid,adj,/ˈvælɪd/,有效的,4,高频|六级,The ticket is valid for a week.
valley,n,/ˈvæli/,山谷,3,高频|四级,The valley is green.
valuable,adj,/ˈvæljuəbl/,贵重的,3,高频|四级,The painting is valuable.
value,n/v,/ˈvæljuː/,价值,2,高频|四级,The value of education.
van,n,/væn/,面包车,3,高频|四级,The van is parked outside.
vanilla,n,/vəˈnɪlə/,香草,3,高频|四级,She likes vanilla ice cream.
vanish,v,/ˈvænɪʃ/,消失,4,高频|六级,The magician vanished.
vapor,n,/ˈveɪpər/,蒸汽,4,高频|六级,Water vapor rises.
variable,adj/n,/ˈveəriəbl/,可变的、可变的、变量,4,高频|六级,The weather is variable.
variation,n,/ˌveəriˈeɪʃn/,变化,4,高频|六级,There are regional variations.
varied,adj,/ˈveərid/,多样的,4,高频|六级,She has varied interests.
variety,n,/vəˈraɪəti/,多样性,3,高频|四级,A variety of options.
various,adj,/ˈveəriəs/,各种各样的,3,高频|四级,Various reasons.
vary,v,/ˈveəri/,变化,4,高频|六级,Opinions vary.
vast,adj,/vɑːst/,广阔的,4,高频|六级,The desert is vast.
vegetable,n,/ˈvedʒtəbl/,蔬菜,2,高频|四级,Eat more vegetables.
